CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName,ETLLoadID,LoadDate,UpdateDate
16520,509,27519,,Alejandro,A,Li,False,1959-04-03,S,,M,alejandro5@adventure-works.com,110000,4,1,Bachelors,Management,0,4,5086 Coachman Place,,1 (11) 500 555-0150,2004-06-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16521,531,27520,,Francis,J,Navarro,False,1959-02-14,S,,M,francis7@adventure-works.com,110000,4,1,Bachelors,Management,0,4,1289 Pine St,,1 (11) 500 555-0111,2003-11-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16522,610,27521,,Gabriel,G,Foster,False,1973-10-19,S,,M,gabriel13@adventure-works.com,80000,0,0,Bachelors,Management,0,1,8470 Cliffside Drive,,195-555-0181,2003-06-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16523,511,27522,,Madeline,A,Carter,False,1974-08-04,M,,F,madeline10@adventure-works.com,50000,0,0,High School,Professional,1,2,7281 Running Springs Rd.,,976-555-0125,2004-02-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16524,583,27523,,Kayla,E,Martin,False,1974-03-20,S,,F,kayla15@adventure-works.com,50000,0,0,High School,Professional,0,2,7207 Peabody Road,,998-555-0163,2003-06-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16525,597,27524,,Denise,C,Suri,False,1974-11-11,S,,F,denise3@adventure-works.com,50000,0,0,Partial High School,Skilled Manual,0,2,7177 Danesta Dr.,,863-555-0122,2003-06-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16526,479,27525,,Ariana,K,Sanders,False,1974-06-14,M,,F,ariana3@adventure-works.com,60000,0,0,Partial College,Professional,0,2,8742 Twinview Place,,736-555-0192,2003-09-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16527,430,27526,,Ramon,D,Ma,False,1974-12-10,M,,M,ramon14@adventure-works.com,60000,0,0,Partial College,Professional,1,2,8565 Marie Drive,,410-555-0133,2003-09-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16528,470,27527,,Tina,,Sanchez,False,1966-10-08,S,,F,tina22@adventure-works.com,120000,2,2,Bachelors,Management,0,3,4155 Bayberry Dr.,,785-555-0116,2003-06-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16529,653,27528,,Jade,D,Stewart,False,1966-04-24,M,,F,jade18@adventure-works.com,130000,0,1,Graduate Degree,Management,1,4,2058 Richard Ave,,160-555-0117,2004-03-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16530,546,27529,,Rachel,S,White,False,1966-02-15,M,,F,rachel15@adventure-works.com,130000,1,1,Graduate Degree,Management,1,4,9512 Adria Dr.,,454-555-0144,2004-02-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16531,552,27530,,Maria,,Ross,False,1957-05-22,M,,F,maria27@adventure-works.com,70000,2,0,Partial High School,Skilled Manual,1,2,7134 Oakwood Cir,,669-555-0171,2003-09-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16532,678,27531,,Abigail,E,Bailey,False,1964-02-12,S,,F,abigail11@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,2431 Keith Court,,329-555-0153,2003-06-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16533,507,27532,,Kaitlyn,,Flores,False,1964-04-05,S,,F,kaitlyn79@adventure-works.com,60000,4,4,Bachelors,Skilled Manual,1,2,1596 Bryce Dr,,713-555-0121,2004-07-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16534,582,27533,,Allison,C,Perez,False,1964-03-24,M,,F,allison35@adventure-works.com,60000,4,4,Bachelors,Skilled Manual,1,2,4890 Hacienda,,235-555-0114,2003-10-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16535,445,27534,,Candace,,Chapman,False,1964-07-21,S,,F,candace1@adventure-works.com,60000,4,4,Bachelors,Skilled Manual,0,3,7173 Oak Creek Ct,,338-555-0171,2003-06-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16536,689,27535,,Ian,K,Cook,False,1964-04-26,S,,M,ian79@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,1,3,9234 Westbury Drive,,561-555-0115,2003-06-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16537,701,27536,,Victoria,R,Wilson,False,1964-05-28,M,,F,victoria8@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,794 Singingwood Court,,291-555-0145,2003-05-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16538,520,27537,,Amanda,A,Bryant,False,1963-02-22,M,,F,amanda39@adventure-works.com,70000,4,2,Bachelors,Professional,1,2,5520 Sierra Ridge,,628-555-0156,2003-06-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16539,580,27538,,José,J,Jackson,False,1963-02-14,M,,M,josé73@adventure-works.com,70000,4,2,Bachelors,Professional,1,2,508 Somerset Place,,132-555-0136,2004-07-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16540,469,27539,,Samuel,L,Winston,False,1968-07-09,S,,M,samuel69@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,3372 Mobile Lane,,618-555-0112,2003-06-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16541,633,27540,,Jacqueline,L,Butler,False,1968-11-03,S,,F,jacqueline15@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,3995 Sudden Loop,,669-555-0115,2003-06-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16542,670,27541,,Samantha,,Martin,False,1968-10-12,S,,F,samantha16@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,2381 Tupelo Drive,,706-555-0194,2003-06-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16543,627,27542,,Jessica,M,Rivera,False,1962-05-04,M,,F,jessica10@adventure-works.com,70000,1,0,Bachelors,Professional,1,1,1329 San Jose,,732-555-0142,2003-06-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16544,520,27543,,Katherine,P,Griffin,False,1962-02-23,M,,F,katherine47@adventure-works.com,70000,1,0,Bachelors,Professional,1,1,8374 Vista Del Diablo,,816-555-0118,2003-06-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16545,584,27544,,Marissa,,Hayes,False,1961-07-19,M,,F,marissa18@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,8275 Tea Lane,,125-555-0155,2003-06-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16546,499,27545,,Lucas,,Garcia,False,1961-01-11,M,,M,lucas30@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,8308 Fox Way,# 147,143-555-0184,2003-05-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16547,645,27546,,Jackson,A,Ross,False,1960-05-14,S,,M,jackson6@adventure-works.com,40000,4,2,High School,Skilled Manual,1,2,5473 Sunshine,,897-555-0173,2003-06-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16548,560,27547,,Kevin,C,Hill,False,1960-08-03,M,,M,kevin51@adventure-works.com,40000,4,2,High School,Skilled Manual,1,2,5146 Shadow Falls Drive,,330-555-0168,2003-06-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16549,577,27548,,Mason,,Green,False,1960-11-28,M,,M,mason37@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,3909 Lavetta Way,,654-555-0178,2004-06-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16550,566,27549,,Hunter,M,Johnson,False,1960-12-04,M,,M,hunter60@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1958 Weaver Court,,436-555-0161,2003-06-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16551,571,27550,,Marcus,L,Blue,False,1967-11-22,S,,M,marcus90@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,1,4631 Hilltop Dr.,,445-555-0150,2003-05-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16552,620,27551,,Antonio,E,Long,False,1967-10-17,M,,M,antonio9@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,1,4024 Dos Encinas,,568-555-0165,2003-06-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16553,619,27552,,Shannon,C,Guo,False,1967-02-11,S,,F,shannon16@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,1,9277 Ridgewood Court,,362-555-0132,2003-06-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16554,546,27553,,Julia,M,Sanders,False,1967-12-01,S,,F,julia65@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,1,9520 Milburn Dr.,,140-555-0190,2003-06-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16555,643,27554,,Jordyn,J,West,False,1960-07-25,M,,F,jordyn13@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,4051 Sun View Terrace,,967-555-0110,2003-06-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16556,560,27555,,Isabella,,Alexander,False,1960-08-12,M,,F,isabella29@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,8714 St. Paul Way,,973-555-0151,2003-06-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16557,703,27556,,Amanda,,Cox,False,1960-06-08,M,,F,amanda10@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,643 Tri-state Ave.,,724-555-0144,2003-06-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16558,511,27557,,Richard,,Thomas,False,1960-11-15,M,,M,richard51@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,9790 Deer Creek Lane,,536-555-0180,2003-05-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16559,694,27558,,Caleb,J,Kumar,False,1960-02-03,M,,M,caleb24@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,7415 Chaparral Court,,445-555-0186,2003-06-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16560,551,27559,,Emily,R,Rodriguez,False,1960-02-26,M,,F,emily21@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,8826 D Argyll,,726-555-0111,2003-06-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16561,671,27560,,Grace,M,Patterson,False,1960-01-13,M,,F,grace58@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,9011 Blackburn Ct.,,259-555-0112,2003-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16562,570,27561,,Kimberly,L,Brooks,False,1959-02-20,S,,F,kimberly4@adventure-works.com,60000,5,4,Bachelors,Professional,1,0,1526 Green Road,,562-555-0198,2003-08-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16563,562,27562,,Haley,S,Bailey,False,1959-06-23,M,,F,haley7@adventure-works.com,60000,5,4,Bachelors,Professional,1,1,5643 Palms Dr.,,569-555-0170,2004-07-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16564,703,27563,,Devin,,Bennett,False,1959-01-23,M,,M,devin67@adventure-works.com,60000,5,4,Bachelors,Professional,1,1,1154 Regina Lane,,978-555-0168,2003-12-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16565,443,27564,,Kevin,,Lal,False,1959-08-21,S,,M,kevin32@adventure-works.com,60000,4,3,Bachelors,Professional,1,0,856 Summit View Dr,,624-555-0194,2003-11-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16566,475,27565,,Kayla,L,Wood,False,1959-06-05,M,,F,kayla26@adventure-works.com,60000,4,3,Bachelors,Professional,0,0,1142 Firestone Dr.,,310-555-0119,2003-08-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16567,560,27566,,Tristan,,Long,False,1959-09-27,M,,M,tristan10@adventure-works.com,60000,4,3,Bachelors,Professional,1,0,6035 Lacorso Dr.,,591-555-0118,2003-12-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16568,694,27567,,Miranda,J,Foster,False,1959-12-23,M,,F,miranda16@adventure-works.com,60000,4,3,Bachelors,Professional,0,0,9761 Martindale Drive,,350-555-0169,2004-05-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16569,660,27568,,Miguel,,Evans,False,1959-03-11,S,,M,miguel43@adventure-works.com,70000,2,0,Graduate Degree,Professional,0,1,5766 Newcastle Road,,726-555-0187,2003-06-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16570,707,27569,,Jocelyn,E,Wood,False,1959-11-03,S,,F,jocelyn2@adventure-works.com,70000,2,0,Graduate Degree,Professional,1,1,8192 Scenic Ct,,538-555-0197,2003-06-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16571,597,27570,,Natasha,,Navarro,False,1959-11-14,S,,F,natasha9@adventure-works.com,80000,2,0,Graduate Degree,Professional,0,0,1029 Birchwood Dr,,219-555-0118,2003-06-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16572,469,27571,,Shannon,,Gao,False,1959-04-21,M,,F,shannon14@adventure-works.com,80000,4,0,Graduate Degree,Professional,1,0,7772 Golden Meadow,,784-555-0116,2003-06-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16573,625,27572,,Isaiah,,Carter,False,1958-09-10,M,,M,isaiah34@adventure-works.com,80000,1,0,Partial College,Skilled Manual,1,1,9136 San Remo Ct.,,776-555-0160,2003-06-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16574,560,27573,,Hunter,,Lal,False,1958-06-21,M,,M,hunter24@adventure-works.com,80000,1,0,Partial College,Skilled Manual,1,1,8299 Leed Court West,,152-555-0134,2003-06-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16575,547,27574,,Madeline,D,Hill,False,1958-04-12,M,,F,madeline19@adventure-works.com,80000,1,0,Partial College,Skilled Manual,1,1,3064 Whyte Park Ave.,,779-555-0187,2003-06-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16576,443,27575,,Emma,J,Wilson,False,1958-08-05,S,,F,emma6@adventure-works.com,60000,3,2,Bachelors,Professional,0,0,8195 Geary Ct.,,165-555-0188,2003-06-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16577,660,27576,,Caroline,,Gonzales,False,1958-09-03,M,,F,caroline18@adventure-works.com,60000,1,0,Bachelors,Professional,0,1,2562 Meadowbrook Drive,,602-555-0120,2003-06-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16578,535,27577,,Patrick,K,Cook,False,1958-06-04,S,,M,patrick26@adventure-works.com,60000,1,0,Bachelors,Professional,0,1,3488 Cook St.,,979-555-0159,2001-07-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16579,645,27578,,Courtney,,Carter,False,1958-11-08,M,,F,courtney8@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,6681 Golf Club Rd.,,172-555-0126,2001-07-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16580,610,27579,,Bruce,,Suarez,False,1958-03-14,M,,M,bruce40@adventure-works.com,70000,5,4,Graduate Degree,Professional,1,2,2943 Eagle Peak Road,,347-555-0197,2004-04-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16581,558,27580,,Krista,L,Blanco,False,1969-10-20,M,,F,krista15@adventure-works.com,80000,4,4,Graduate Degree,Management,1,0,4215 Greenhills Circle,,1 (11) 500 555-0198,2004-04-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16582,492,27581,,Phillip,,Kapoor,False,1969-11-05,M,,M,phillip2@adventure-works.com,80000,4,4,Graduate Degree,Management,1,0,1907 Pinecrest Dr,,1 (11) 500 555-0136,2004-02-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16583,596,27582,,Latoya,A,Nath,False,1970-03-12,S,,F,latoya17@adventure-works.com,90000,2,0,Bachelors,Professional,0,0,1362 Geary Road,,1 (11) 500 555-0183,2004-02-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16584,613,27583,,Calvin,E,Xu,False,1970-03-09,M,,M,calvin5@adventure-works.com,90000,2,0,Bachelors,Professional,1,0,1779 Rose Drive,,1 (11) 500 555-0160,2004-02-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16585,697,27584,,Tina,C,Malhotra,False,1970-03-13,S,,F,tina6@adventure-works.com,90000,2,0,Bachelors,Professional,0,0,7076 Sol Street,,1 (11) 500 555-0164,2004-02-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16586,493,27585,,Candace,,Subram,False,1970-02-27,M,,F,candace13@adventure-works.com,90000,2,0,Bachelors,Professional,0,0,30 Sun View Terr.,,1 (11) 500 555-0196,2004-02-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16587,468,27586,,Jenny,,She,False,1968-08-15,M,,F,jenny25@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,3829 Baltic Sea Ct.,,1 (11) 500 555-0123,2004-05-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16588,549,27587,,Cara,,Li,False,1968-03-16,S,,F,cara2@adventure-works.com,60000,2,2,Bachelors,Professional,0,1,4315 Glenside Ct.,,1 (11) 500 555-0183,2004-05-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16589,648,27588,,Virginia,M,Chandra,False,1968-11-13,S,,F,virginia3@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,3120 Levee Rd.,,1 (11) 500 555-0141,2004-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16590,706,27589,,Derek,L,Yuan,False,1967-05-24,S,,M,derek6@adventure-works.com,60000,2,2,Bachelors,Professional,0,1,1407 Leslie Ave.,,1 (11) 500 555-0143,2004-06-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16591,656,27590,,Dominic,B,Lopez,False,1967-04-22,M,,M,dominic17@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,4092 Meager Dr.,,1 (11) 500 555-0147,2004-06-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16592,473,27591,,Gerald,M,Serrano,False,1967-08-17,M,,M,gerald24@adventure-works.com,70000,5,5,Bachelors,Professional,0,3,4107 St. Raphael Drive,,1 (11) 500 555-0118,2004-06-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16593,518,27592,,Hector,,Ruiz,False,1967-11-27,S,,M,hector0@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,3623 Houston Ct.,,1 (11) 500 555-0164,2004-02-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16594,473,27593,,Jorge,,Lin,False,1967-12-16,M,,M,jorge9@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,2369 Whitehaven Dr.,,1 (11) 500 555-0132,2004-03-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16595,669,27594,,Nicolas,A,Andersen,False,1967-05-14,S,,M,nicolas11@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,5473 Sunshine,,1 (11) 500 555-0112,2003-09-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16596,655,27595,,Jamie,S,Wu,False,1966-09-22,M,,F,jamie9@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,5435 Jacobsen Street,,1 (11) 500 555-0143,2004-06-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16597,599,27596,,Edgar,A,Raman,False,1966-03-15,M,,M,edgar13@adventure-works.com,80000,5,5,Bachelors,Professional,1,3,283 Winterberry Ct,,1 (11) 500 555-0127,2003-10-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16598,561,27597,,Carl,,Jai,False,1966-09-05,S,,M,carl11@adventure-works.com,90000,0,0,Bachelors,Professional,0,0,6242 Cleveland Avenue,,1 (11) 500 555-0116,2004-03-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16599,568,27598,,Marco,,Gonzalez,False,1966-05-14,S,,M,marco19@adventure-works.com,90000,2,0,Bachelors,Professional,1,0,5951 Balance Ct.,,1 (11) 500 555-0173,2004-03-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16600,699,27599,,Cory,B,Subram,False,1966-02-01,M,,M,cory11@adventure-works.com,90000,2,0,Bachelors,Professional,0,0,1240 Hitchcock,,1 (11) 500 555-0163,2004-03-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16601,552,27600,,Destiny,J,Sanchez,False,1953-09-20,S,,F,destiny24@adventure-works.com,60000,3,1,Partial High School,Skilled Manual,0,2,8380 Paso Del Rio Court,,547-555-0191,2004-04-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16602,443,27601,,Sydney,C,Rogers,False,1953-11-10,S,,F,sydney3@adventure-works.com,60000,3,1,Partial High School,Skilled Manual,0,3,1016 Park Avenue,,958-555-0163,2001-07-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16603,499,27602,,Wyatt,C,Campbell,False,1953-04-07,S,,M,wyatt44@adventure-works.com,60000,3,1,Partial High School,Skilled Manual,0,3,1578 Grand Drive,,627-555-0133,2003-06-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16604,670,27603,,Mya,L,Barnes,False,1957-03-11,M,,F,mya5@adventure-works.com,70000,2,0,Partial High School,Skilled Manual,1,2,5195 Donald Dr,,872-555-0133,2004-01-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16605,535,27604,,Richard,,Brooks,False,1957-03-03,M,,M,richard81@adventure-works.com,60000,2,0,High School,Professional,1,2,5005 Appalachian Dr.,,163-555-0120,2001-07-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16606,694,27605,,Miguel,,Martinez,False,1957-01-22,M,,M,miguel17@adventure-works.com,60000,2,0,High School,Professional,1,2,5656 Via Delaware,,455-555-0163,2001-07-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16607,660,27606,,Courtney,A,Edwards,False,1957-05-27,S,,F,courtney1@adventure-works.com,70000,2,1,Partial College,Professional,0,0,1627 Ashford Court,,257-555-0188,2001-07-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16608,511,27607,,Joshua,A,Martin,False,1956-08-11,M,,M,joshua16@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,1826 Corte Del Sol,,194-555-0131,2003-09-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16609,583,27608,,Hector,E,Hernandez,False,1956-07-24,M,,M,hector2@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,9204 Lexington Road,,914-555-0151,2004-05-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16610,430,27609,,Audrey,J,Alonso,False,1956-11-04,M,,F,audrey9@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,1961 Sahara Drive,,143-555-0118,2004-01-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16611,552,27610,,Jeremy,,Washington,False,1956-02-25,S,,M,jeremy28@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,2189 Alamo Way,,243-555-0117,2003-11-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16612,625,27611,,Jack,W,Edwards,False,1956-12-03,M,,M,jack36@adventure-works.com,60000,2,0,High School,Professional,1,2,6177 Golf Club Road,,576-555-0121,2001-07-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16613,584,27612,,Lucas,,Hill,False,1956-11-25,M,,M,lucas45@adventure-works.com,60000,2,0,High School,Professional,1,2,8521 C Mt. Hood Circle,,219-555-0196,2001-07-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16614,671,27613,,Alexia,,Washington,False,1956-09-18,S,,F,alexia11@adventure-works.com,60000,2,0,High School,Professional,0,2,P.O. Box 1052,,507-555-0147,2003-06-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16615,583,27614,,Warren,,Ye,False,1956-07-08,M,,M,warren25@adventure-works.com,60000,2,0,High School,Professional,0,2,4224 Almond Avve,,381-555-0192,2001-07-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16616,643,27615,,Maria,E,Henderson,False,1965-04-02,M,,F,maria28@adventure-works.com,120000,3,2,Bachelors,Management,1,4,9830 Corcoran Road,,479-555-0163,2001-07-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16617,502,27616,,Emma,W,Brown,False,1965-12-11,S,,F,emma3@adventure-works.com,120000,3,2,Bachelors,Management,1,4,3455 Southbrook Dr.,,231-555-0147,2001-07-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
